Forks,Watchers,Contributors,Commits,Branches,Open Issues,Closed Issues,Open PRs,Closed PRs,Size,Language,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Stargazers
1005,293,98,3616,3,295.0,2439.0,24,325,17533.0,9,True,False,True,False,False,False,35276
7218,2126,27,114,1,49.0,4.0,42,50,3638.0,1,True,True,True,True,False,False,35217
22016,511,132,702,6,48.0,553.0,5,931,2410.0,29,True,False,True,True,True,True,35166
9718,698,267,3391,8,186.0,4734.0,8,773,79267.0,2,True,True,True,False,False,True,35128
5191,599,73,398,45,74.0,112.0,29,186,84122.0,16,True,True,True,False,False,True,34960
1406,256,193,4151,9,438.0,893.0,34,1097,37596.0,9,True,True,True,True,False,True,34955
9281,1415,266,6272,2,11.0,4862.0,16,1913,57279.0,3,True,False,True,False,True,False,34948
6014,755,249,4533,11,56.0,2068.0,35,897,180610.0,3,True,True,True,False,True,True,34858
9285,1515,28,375,1,27.0,18.0,3,41,1283.0,1,True,True,True,True,False,False,34822
4458,1015,330,9339,94,180.0,3918.0,60,5840,28568.0,30,True,False,True,False,False,True,34822
1743,170,261,3454,14,5.0,3786.0,9,2160,27802.0,0,True,True,True,False,False,True,34806
13297,1312,80,499,10,195.0,117.0,121,290,2674.0,18,True,False,False,False,True,False,34617
2105,298,166,4030,39,520.0,578.0,20,1326,46336.0,11,True,True,True,False,False,True,34619
13507,839,13,909,2,22.0,4144.0,16,170,52023.0,6,True,True,True,True,True,False,34597
7441,851,141,2146,8,158.0,3843.0,21,487,16442.0,2,True,True,True,True,False,False,34551
2318,259,310,2569,28,305.0,2133.0,1,1171,34409.0,0,True,False,True,False,False,True,34548
2197,782,748,3968,5,10.0,112.0,0,1354,6709.0,11,True,False,True,False,False,False,34547
2241,196,603,2025,13,29.0,1258.0,15,1632,34800.0,0,True,True,True,False,False,True,34507
4283,797,94,1981,1,310.0,1102.0,1,442,19357.0,6,True,False,True,True,False,False,34505
2810,751,1,80,2,127.0,257.0,55,71,38743.0,13,True,True,True,False,False,False,34469
1890,406,304,5313,217,152.0,1502.0,98,2021,15304.0,2,True,True,True,True,True,True,34396
6973,1243,545,18802,7,86.0,4035.0,13,2238,371532.0,2,True,False,True,False,False,True,34371
6735,587,31,1864,5,330.0,2662.0,4,153,1302975.0,2,True,True,True,True,True,True,34323
9226,993,28,111,2,773.0,349.0,95,104,317.0,1,True,True,True,True,False,False,34225
7906,762,311,2471,17,265.0,8856.0,5,1399,7457.0,0,True,True,True,True,True,True,34197
1463,174,478,2744,7,425.0,1413.0,117,2719,32180.0,11,True,False,True,False,False,True,34182
3792,682,630,53736,1302,952.0,6378.0,179,40931,394763.0,1,True,False,True,False,False,True,34163
53547,1524,943,27210,1,23.0,647.0,50,13291,375418.0,6,True,True,True,True,False,False,34133
8106,796,191,2566,1,8.0,607.0,8,579,13555.0,2,True,False,True,False,False,False,34107
3275,515,233,3197,6,309.0,2891.0,10,435,121326.0,2,True,False,True,True,True,True,34062
5472,1291,817,20545,174,3146.0,11745.0,827,28004,457803.0,9,True,True,True,True,False,False,34037
3591,632,94,2346,8,62.0,680.0,11,668,136877.0,18,True,True,True,False,True,True,34017
3295,836,230,1183,11,38.0,849.0,24,789,3285.0,2,True,False,True,True,False,True,33993
3681,1219,217,1042,5,138.0,86.0,12,571,7680.0,4,True,True,True,False,False,False,33920
5355,848,130,1509,43,22.0,1545.0,0,690,136347.0,6,True,False,True,False,False,False,33891
9084,2215,16,730,3,61.0,137.0,3,31,8908.0,31,True,True,True,True,True,False,33740
3534,134,214,837,42,24218.0,2521.0,25,568,2415.0,0,True,True,True,False,False,True,33684
11633,1584,43,3682,5,31.0,2428.0,2,373,53584.0,25,True,True,True,True,False,True,33679
2044,490,626,15308,8,872.0,6407.0,37,9706,68749.0,32,True,True,True,True,False,True,33678
6059,1056,139,2858,69,409.0,3846.0,27,806,95399.0,6,True,True,True,True,True,False,33593
2104,442,136,1278,1,233.0,970.0,1,321,6296.0,0,True,False,True,False,False,False,33568
3063,742,21,263,1,41.0,33.0,18,41,232.0,4,True,False,True,False,False,False,33531
5532,682,126,733,3,24.0,42.0,59,204,8883.0,2,True,True,True,True,True,False,33472
7963,1590,371,17847,178,2619.0,7067.0,168,5438,92974.0,2,True,True,True,True,False,False,33448
18993,2106,269,4156,7,894.0,3893.0,286,1955,76170.0,3,True,True,True,True,True,False,33347
2858,214,322,4214,56,846.0,1323.0,87,873,17475.0,2,True,True,True,True,True,False,33292
2406,530,113,3254,26,1501.0,1921.0,59,834,266412.0,26,True,False,True,True,False,True,33223
4048,155,38,906,16,204.0,430.0,4,74,24951.0,1,True,True,True,True,False,False,33222
5442,1215,1,45,1,2.0,46.0,10,168,29435.0,16,True,True,True,True,False,False,33194
3655,549,2,80,1,2.0,150.0,0,11,7069.0,33,True,True,True,True,False,True,33178
4099,424,61,396,10,7.0,604.0,4,222,3036.0,2,True,True,True,True,True,True,33140
7104,1010,917,20339,98,524.0,17075.0,72,27149,250691.0,9,True,False,True,True,False,True,32963
4473,690,501,9876,44,929.0,8795.0,47,3472,1433701.0,0,True,True,True,True,True,True,32896
3983,1114,578,2193,6,32.0,35.0,44,1004,5250.0,2,True,True,True,True,True,False,32846
8018,610,182,769,3,115.0,2267.0,14,306,106471.0,2,True,False,True,False,True,False,32836
4376,1051,248,1198,3,24.0,1858.0,3,661,1088.0,2,True,True,True,False,False,True,32754
3120,293,15,103,5,180.0,126.0,28,61,38780.0,1,True,True,True,True,False,False,32706
2902,205,589,8906,33,103.0,3132.0,26,2860,125282.0,0,True,True,True,True,False,True,32679
2781,413,287,3285,32,389.0,1060.0,44,1640,44007.0,1,True,True,True,False,True,False,32669
7284,1327,56,434,3,192.0,521.0,84,279,1653.0,3,True,False,False,False,False,False,32644
2556,759,71,499,3,59.0,119.0,14,108,1091.0,1,True,True,True,True,False,False,32633
1854,247,178,1854,9,38.0,596.0,18,778,20100.0,2,True,False,True,False,False,True,32578
1863,523,213,1718,9,99.0,1122.0,22,692,50653.0,0,True,True,True,True,True,False,32574
5938,960,11,2376,1,7.0,53.0,19,71,11887.0,1,True,True,True,True,True,False,32460
3486,239,16,46,2,200.0,89.0,24,40,10993.0,16,True,True,True,False,False,False,32425
6981,1143,180,1889,9,192.0,1553.0,57,656,44277.0,6,True,True,True,True,True,True,32381
3571,498,342,2598,2,206.0,4892.0,4,1153,4485.0,9,True,True,True,True,False,True,32378
4370,633,346,27079,774,2749.0,10912.0,218,16844,406629.0,17,True,True,True,True,False,False,32375
2680,237,415,1718,59,654.0,1501.0,159,1081,13934.0,0,True,True,True,False,False,True,32338
2083,228,370,1550,19,361.0,1906.0,33,1350,7115.0,1,True,True,True,True,False,False,32325
6218,673,6,401,4,7.0,32.0,0,31,365038.0,6,True,True,True,True,False,False,32297
5049,832,418,6555,60,399.0,3058.0,31,2257,28133.0,9,True,True,True,False,False,True,32280
8855,1100,111,1423,3,9.0,51.0,1,222,4154951.0,18,True,True,True,True,True,False,32274
5180,1196,177,2872,74,366.0,1809.0,37,1152,56968.0,18,True,False,False,True,False,False,32165
10602,1181,39,1430,2,256.0,1271.0,12,201,47327.0,6,True,False,True,False,True,True,32132
1643,421,135,1900,5,886.0,1516.0,11,326,5286.0,34,True,True,True,True,False,False,32101
7785,1677,73,2497,3,7858.0,5324.0,1,483,60810.0,1,True,True,True,True,False,False,32004
2858,512,253,24224,90,1730.0,12817.0,31,3985,286819.0,6,True,True,True,True,True,True,31985
2793,382,396,3092,3,28.0,1572.0,1,947,4791.0,35,True,True,True,True,False,True,31842
2680,365,280,993,3,129.0,891.0,69,857,1949.0,9,True,True,True,True,False,False,31836
9066,1441,1150,51490,251,2564.0,26594.0,41,15316,412458.0,10,True,True,True,True,False,False,31691
4307,488,426,5176,8,847.0,1852.0,195,1690,6121.0,4,True,True,True,True,False,True,31535
1654,208,366,1931,24,422.0,1190.0,148,1394,19788.0,0,True,False,True,False,False,True,31525
8423,1032,372,1757,124,52.0,1711.0,0,1439,7113.0,1,True,True,True,True,False,False,31504
2128,631,189,5044,19,133.0,945.0,27,849,30684.0,23,True,False,True,False,False,False,31451
7997,947,30,596,3,288.0,1038.0,5,113,50650.0,26,True,False,True,True,True,False,31436
7987,1205,44,2627,6,2755.0,2519.0,58,169,8283.0,13,True,True,True,True,False,False,31378
1132,235,202,9246,272,2749.0,5643.0,139,5280,95160.0,0,True,True,True,False,True,True,31346
1925,385,62,693,5,113.0,865.0,16,234,8803.0,19,True,True,True,True,False,False,31209
5785,359,976,5257,3,1907.0,5552.0,22,2563,26010.0,0,True,False,True,True,False,False,31206
2668,360,282,15014,337,578.0,1876.0,136,2514,244722.0,0,True,True,True,False,False,True,31189
15311,1769,617,11147,22,527.0,5592.0,34,7074,88132.0,6,True,True,True,True,False,True,31178
9318,1683,117,3689,1,5.0,1197.0,0,349,241702.0,6,True,False,True,True,True,True,31042
9419,838,23,435,10,216.0,466.0,57,89,58570.0,1,True,True,True,True,False,False,31040
8149,1596,99,1265,2,49.0,3259.0,0,371,4398.0,24,True,False,True,True,True,False,31027
3701,619,429,10322,12,248.0,2788.0,25,2548,57431.0,1,True,True,True,False,False,True,30989
2315,543,84,441,13,9.0,96.0,23,165,1549.0,2,True,False,True,False,False,True,30913
966,141,173,889,1,7.0,580.0,2,575,5901.0,0,True,True,True,True,False,True,30777
6671,1290,40,523,2,606.0,215.0,51,113,56033.0,1,True,True,True,True,False,False,30559
6269,1171,3,1201,1,278.0,414.0,0,10,712077.0,25,True,True,True,True,True,True,30543
1362,411,116,1658,1,127.0,386.0,30,2003,10005.0,3,True,True,True,True,False,True,30416
7287,502,48,306,2,1.0,197.0,0,94,1410.0,3,True,True,True,True,False,False,30403
2042,483,68,711,5,20.0,552.0,4,176,107318.0,2,True,True,True,False,True,False,30377
1557,153,504,5456,281,113.0,2571.0,41,4182,140869.0,0,True,True,True,False,False,False,30313
3267,730,60,5321,8,957.0,770.0,46,268,31225.0,3,True,True,True,True,False,False,30310
6240,405,122,5997,15,1560.0,5613.0,145,2426,347407.0,1,True,True,True,True,False,True,30300
3508,287,335,8623,528,150.0,924.0,162,5002,131103.0,0,True,True,True,True,True,False,30269
3499,1049,30,262,2,9.0,253.0,7,74,1348.0,1,True,True,True,True,False,False,30234
4737,661,191,17866,1,1278.0,5909.0,171,5011,210071.0,19,True,True,False,True,False,False,30222
13169,2020,988,70397,6,403.0,5138.0,50,12034,866973.0,23,True,True,True,True,True,True,30216
12356,757,2468,19709,43,673.0,6566.0,173,20789,238004.0,1,True,True,True,False,False,True,30176
3522,1693,245,576,1,12.0,51.0,15,390,381.0,23,True,True,True,False,False,False,30169
5730,760,922,30361,10,57.0,3820.0,39,6752,78386.0,13,True,False,False,True,False,True,30098
1476,353,46,459,18,261.0,237.0,7,105,13740.0,4,True,True,True,True,True,True,30012
2402,252,127,802,103,507.0,1029.0,73,876,14800.0,2,True,True,True,False,False,False,29951
1894,365,128,511,8,259.0,178.0,81,360,51869.0,1,True,True,True,True,True,True,29925
3355,761,468,10785,811,392.0,4760.0,57,4444,49498.0,1,True,True,True,True,False,False,29908
5570,1207,386,4663,15,12.0,3242.0,20,1911,11240.0,9,True,True,True,True,False,True,29740
2639,338,519,7007,89,1979.0,3578.0,147,3148,3643605.0,0,True,True,True,True,True,True,29728
3323,390,160,2994,1,32.0,1291.0,3,1400,8184.0,2,True,True,True,False,False,True,29705
9321,1188,388,4208,5,239.0,1861.0,58,1833,12824.0,3,True,False,False,False,True,True,29642
6439,645,477,3531,22,903.0,4536.0,142,1660,30935.0,2,True,True,True,True,False,True,29637
5362,632,46,1640,3,13.0,59.0,1,196,19269.0,9,True,True,True,True,False,True,29639
3443,319,127,2325,8,254.0,753.0,22,2522,23586.0,1,True,True,True,True,False,True,29488
10063,1000,3128,35696,22,2.0,17048.0,15,27092,73895.0,24,True,False,True,False,False,True,29474
5599,1281,1043,17241,31,43.0,8128.0,10,4081,122997.0,18,True,True,True,True,False,True,29462
10141,1008,9,734,9,82.0,71.0,30,48,14194.0,6,True,True,True,True,False,True,29448
1018,152,106,868,7,16.0,876.0,4,348,3745.0,2,True,False,True,False,True,True,29440
3979,220,93,433,2,60.0,65.0,8,194,25091.0,18,True,True,True,True,True,True,29431
4867,705,135,4144,15,165.0,6652.0,21,3593,24375.0,9,True,False,True,False,False,False,29425
5847,1132,371,1958,22,15.0,4734.0,0,1137,164709.0,3,True,True,True,True,True,False,29255
7207,722,532,3970,140,725.0,276.0,271,224,382839.0,16,True,False,True,False,True,False,29232
7216,585,90,437,1,5.0,79.0,3,165,2068.0,2,True,True,True,True,False,False,29158
7973,1324,37,290,6,136.0,694.0,24,107,27110.0,25,True,True,True,True,True,False,29132
6183,537,219,1457,33,72.0,1822.0,45,1149,8943.0,2,True,False,True,False,False,True,29130
18592,1501,1664,159206,82,2080.0,14161.0,3334,100033,6035913.0,2,True,False,True,True,False,False,29096
8271,1146,35,1730,6,7.0,1360.0,2,123,72720.0,1,True,True,True,True,False,False,29027
8804,694,121,761,2,139.0,244.0,47,558,836.0,4,True,True,True,False,False,False,29000
7382,865,23,367,1,15.0,40.0,3,45,6084.0,3,True,True,True,True,True,False,28935
1903,431,6,10030,3,31.0,3002.0,2,523,16871.0,13,True,False,True,True,False,True,28921
12276,1337,8,213,2,5.0,99.0,0,47,1073.0,6,True,True,True,True,False,False,28909
7177,781,82,472,1,8.0,489.0,5,227,24841.0,19,True,True,True,True,False,False,28891
8256,1233,15,132,1,10.0,31.0,5,29,714371.0,31,True,True,True,True,False,False,28883
2948,452,529,5265,17,204.0,2889.0,48,3759,124863.0,0,True,True,True,False,True,True,28864
3119,512,462,16574,59,897.0,5946.0,75,1805,61707.0,34,True,True,True,True,False,False,28852
4300,274,34,176,10,410.0,386.0,6,76,130830.0,1,True,True,True,True,False,True,28729
3280,632,76,169,4,10.0,28.0,3,127,498.0,2,True,True,True,True,False,False,28701
5699,681,1241,114997,6675,2810.0,12874.0,335,33526,1058420.0,3,True,True,True,True,False,True,28696
4520,423,11,106,1,207.0,106.0,12,27,5534.0,1,True,True,True,True,False,True,28637
7208,876,55,184,1,1.0,26.0,0,134,4412744.0,18,True,True,True,True,False,False,28512
2442,357,66,585,10,32.0,23.0,7,106,8942.0,16,True,True,True,True,False,False,28495
3932,989,133,2014,159,81.0,1422.0,5,976,137796.0,25,True,False,True,False,True,False,28446
5822,865,21,132,4,23.0,83.0,17,48,994.0,29,True,True,True,True,True,False,28442
2841,446,88,2357,65,650.0,2097.0,38,180,397139.0,2,True,False,True,True,False,False,28404
1970,532,226,1649,12,7.0,25.0,70,315,19220.0,2,True,True,True,True,False,False,28391
9087,1140,2772,64750,28,531.0,17972.0,232,29831,253344.0,24,True,True,False,False,False,True,28305
5934,1819,61,3297,16,30.0,39.0,27,203,60251.0,2,True,True,True,True,False,False,28258
13957,1141,322,2905,9,136.0,629.0,60,1249,73004.0,2,True,False,True,True,True,False,28213
1858,1230,15,147,1,150.0,182.0,9,33,329.0,4,True,True,True,True,True,False,28205
6935,931,619,73037,21,745.0,7884.0,342,8857,3173748.0,1,True,True,True,True,True,False,28203
2419,471,175,1948,10,90.0,1111.0,11,647,3558.0,2,True,False,True,False,False,False,28181
4628,513,50,1066,6,837.0,1639.0,61,411,117300.0,0,True,True,True,False,True,True,28175
3202,1347,287,1911,1,25.0,150.0,5,645,21247.0,1,True,False,True,False,False,False,28150
1488,230,277,4009,3,474.0,2491.0,13,2368,117774.0,2,True,False,True,True,False,True,28073
10135,1275,142,2837,15,143.0,2878.0,7,1608,52506.0,6,True,True,True,True,True,True,28048
9595,772,313,1209,14,87.0,1164.0,46,915,16993.0,2,True,True,True,False,True,False,28030
2817,421,72,440,7,72.0,674.0,5,140,33148.0,9,True,True,True,True,True,True,28019
5539,1308,322,3454,4,45.0,2352.0,26,1823,27144.0,2,True,True,True,True,True,False,28008
5985,558,149,925,5,1178.0,2382.0,206,480,3677.0,2,True,True,True,False,False,False,27976
13333,351,86,1317,14,114.0,1147.0,11,399,16098.0,2,True,True,True,False,True,True,27934
4195,421,1053,10022,45,763.0,9299.0,73,5498,43688.0,2,True,True,True,False,False,True,27874
2687,700,170,3320,9,80.0,1492.0,10,870,15005.0,2,True,False,True,False,True,True,27864
2455,671,232,1883,12,11.0,1101.0,12,768,6820.0,2,True,True,True,True,True,False,27857
10143,997,16,117,2,49.0,15.0,12,19,684224.0,18,True,True,True,True,True,False,27736
7053,591,60,1059,9,192.0,2596.0,45,323,26567.0,6,True,True,True,True,False,True,27723
4922,1562,256,2534,11,30.0,182.0,31,767,14104.0,26,True,True,True,True,True,False,27712
3761,73,145,1746,10,138.0,677.0,15,567,6911.0,1,True,False,True,False,False,False,27702
1242,417,93,2591,8,122.0,587.0,1,312,25277.0,3,True,True,True,True,False,True,27680
3812,815,1200,17271,2274,869.0,4605.0,386,14616,247734.0,9,True,False,True,False,False,True,27663
11589,2457,646,3163,1,210.0,111.0,92,1463,30922.0,1,True,True,True,True,False,False,27640
6614,596,949,12107,4,132.0,7233.0,18,3721,25531.0,24,True,False,True,False,False,True,27621
740,219,141,1605,4,26.0,719.0,9,353,13802.0,0,True,True,True,True,False,True,27570
5554,533,255,2768,20,24.0,422.0,1,592,41403.0,2,True,True,True,True,True,True,27528
1321,307,375,2458,25,99.0,1049.0,18,1856,14047.0,11,True,True,True,True,True,True,27500
1564,519,374,3882,5,16.0,900.0,1,867,10255.0,0,True,False,True,True,True,True,27472
1772,368,231,4625,9,377.0,7404.0,16,4398,176530.0,10,True,True,True,False,False,False,27435
696,150,154,1266,6,75.0,666.0,15,538,1740.0,11,True,False,True,False,False,True,27423
7160,972,41,1269,2,1.0,600.0,0,416,9150.0,2,True,True,True,True,False,False,27361
978,148,219,7120,1,324.0,2337.0,22,4226,271881.0,11,True,True,True,False,False,True,27309
2013,292,628,3656,15,64.0,1639.0,17,2759,6303.0,2,True,True,True,False,False,True,27279
4354,970,42,790,2,33.0,31.0,37,200,7768.0,1,True,True,True,True,False,False,27273
2251,469,168,1126,11,141.0,1407.0,14,667,3091.0,36,True,True,True,False,True,True,27243
8592,474,99,4252,12,255.0,2159.0,8,1374,65594.0,6,True,True,True,False,False,True,27229
4756,557,14,235,2,292.0,102.0,56,54,158.0,2,True,True,True,True,False,False,27155
3430,708,586,80770,320,5748.0,46427.0,951,49996,2532025.0,9,True,True,True,True,False,True,27121
3894,300,156,553,18,224.0,416.0,43,535,2433.0,13,True,True,True,True,False,True,27123
4908,586,89,789,40,272.0,665.0,16,1017,36106.0,3,True,True,True,False,False,False,27103
2762,262,33,970,1,840.0,601.0,5,57,14739.0,3,True,True,True,True,False,True,27096
7588,921,100,706,3,229.0,1643.0,15,230,86471.0,3,True,True,True,True,True,False,27036
2652,272,257,13091,1042,3238.0,10434.0,146,9380,351398.0,0,True,True,True,False,True,False,27033
3134,306,539,4058,42,569.0,2440.0,24,2248,21769.0,0,True,False,True,False,False,True,27005
5264,1097,116,10069,3,57.0,4881.0,6,344,83486.0,1,True,True,True,True,True,False,26983
4452,323,8,1944,4,289.0,966.0,4,61,31917.0,0,True,False,True,False,False,True,26981
7155,1663,23,709,6,30.0,59.0,15,99,1188.0,6,True,True,True,True,True,False,26963
5605,852,283,2830,7,30.0,1383.0,19,1532,6910.0,2,True,True,True,True,True,False,26956
959,233,59,755,10,91.0,161.0,17,175,26458.0,9,True,True,True,False,False,True,26892
8388,1734,211,6853,16,2477.0,1436.0,152,1182,81442.0,6,True,False,True,True,False,False,26851
1853,332,370,9237,59,124.0,1900.0,26,2386,382365.0,2,True,True,True,False,True,False,26846
2596,549,307,4058,18,57.0,1735.0,23,1403,28900.0,9,True,True,True,False,False,False,26848
3612,411,151,1080,24,402.0,1293.0,25,467,2403.0,2,True,True,True,True,True,True,26819
3319,1038,6,252,1,256.0,298.0,0,23,199.0,2,True,True,True,True,False,False,26818
6503,1532,23,695,6,43.0,614.0,7,261,10515.0,18,True,True,True,True,True,False,26794
3505,561,452,2632,5,76.0,494.0,158,1345,10094.0,24,True,True,True,False,False,False,26724
1059,198,158,776,10,71.0,701.0,22,802,3148.0,0,True,False,True,False,False,True,26682
5826,606,150,1789,9,810.0,3345.0,94,801,190655.0,26,True,True,True,True,False,False,26652
5419,1386,7,73,1,98.0,48.0,6,7,868034.0,15,True,True,False,True,False,True,26615
1020,124,112,1378,38,53.0,567.0,5,273,72698.0,0,True,False,True,False,False,True,26578
7548,1322,676,29659,26,161.0,8833.0,42,2868,2020244.0,6,True,True,True,True,True,False,26566
9322,594,317,5675,446,569.0,8096.0,61,5423,201855.0,2,True,True,False,False,True,True,26512
4500,478,192,2267,276,129.0,2218.0,37,1193,108123.0,2,True,True,True,False,True,False,26488
7722,624,27,173,1,64.0,112.0,21,48,13110.0,1,True,True,True,True,False,False,26488
4548,580,275,1733,2,4.0,168.0,34,1095,2664.0,2,True,True,True,True,False,False,26488
2200,526,246,23740,1,1064.0,2628.0,35,6025,84752.0,3,True,True,True,True,False,False,26530
1755,358,302,3211,19,28.0,1846.0,14,1215,19247.0,0,True,False,True,True,True,True,26445
9045,849,213,1964,13,537.0,1463.0,27,1034,3112.0,2,True,True,True,True,True,True,26437
4582,490,815,21576,2,729.0,7811.0,62,7860,208352.0,9,True,True,True,False,False,False,26411
4304,954,850,19966,999,1066.0,4070.0,201,11881,429119.0,9,True,True,True,False,False,False,26404
1591,365,133,2548,3,12.0,1110.0,1,2037,9438.0,0,True,True,True,True,True,True,26356
11743,905,310,4606,45,216.0,6841.0,14,3279,52987.0,6,True,True,True,True,False,False,26351
7711,2083,33,213,2,10.0,17.0,10,72,1584.0,7,True,False,True,True,True,False,26277
5861,1401,419,2318,4,97.0,174.0,18,827,6902.0,33,True,True,True,True,False,False,26260
7095,610,230,4582,3,7.0,2291.0,2,755,53976.0,6,True,True,True,False,False,True,26252
1313,264,301,3503,5,40.0,1079.0,6,1317,217799.0,9,True,True,True,False,True,False,26239
2687,593,37,401,4,234.0,125.0,85,133,5251.0,4,True,True,True,True,True,False,26203
2706,718,34,756,3,146.0,204.0,4,75,709513.0,30,True,False,True,True,False,True,26186
1724,176,47,530,11,112.0,430.0,31,163,573.0,4,True,False,True,True,False,False,26149
4045,223,422,4220,23,228.0,3207.0,65,1637,19110.0,0,True,True,True,False,True,True,26122
4119,551,647,15909,66,72.0,5330.0,38,3702,191733.0,1,True,False,True,False,False,True,26111
1885,789,143,33517,33,1335.0,5029.0,8,680,282019.0,3,True,False,True,True,False,False,26080
12112,1027,571,10457,20,223.0,14056.0,14,10539,125088.0,0,True,False,True,False,False,False,26077
4604,533,80,5802,44,1479.0,902.0,71,219,232820.0,2,True,False,True,False,False,False,26042
1474,314,142,7710,17,332.0,1435.0,35,595,162683.0,9,True,True,True,False,False,True,25966
18977,737,404,5965,1,548.0,7179.0,1,3110,295374.0,13,True,True,True,True,False,True,25940
10243,876,2,159,31,152.0,95.0,53,23,8495.0,6,True,True,True,True,False,False,25893
6687,804,9,248,2,2.0,76.0,1,68,65695.0,6,True,True,True,True,False,False,25892
4998,651,860,7142,7,390.0,3754.0,26,2841,19138.0,2,True,False,True,False,False,False,25872
4737,455,31,700,8,410.0,677.0,15,86,9168.0,9,True,True,True,True,True,False,25764
5511,954,35,143,2,303.0,619.0,23,77,4492.0,1,True,True,True,False,False,False,25744
3199,636,75,656,6,18.0,614.0,0,301,534.0,2,True,False,True,False,True,False,25713
3564,142,66,1492,13,99.0,2001.0,13,371,2890.0,9,True,True,True,True,False,True,25702
7227,1201,187,1557,11,925.0,3125.0,57,558,18998.0,6,True,True,True,True,True,False,25701
1889,291,49,293,5,42.0,171.0,0,206,7162.0,2,True,False,True,False,True,False,25660
1137,196,164,3476,12,74.0,1085.0,10,500,672440.0,0,True,True,True,False,False,True,25654
3736,493,771,19311,85,287.0,9842.0,7,3029,108304.0,2,True,True,True,True,True,True,25651
5271,630,461,8453,43,110.0,2805.0,54,2056,42018.0,2,True,True,True,True,True,True,25627
3232,439,311,2270,17,76.0,2169.0,26,1149,2290.0,2,True,False,True,False,False,False,25627
4676,1055,97,1016,4,97.0,1083.0,18,473,3909.0,6,True,False,True,False,True,False,25619
2144,523,255,1686,6,48.0,1283.0,19,875,6120.0,9,True,True,True,True,False,True,25609
6382,727,505,2654,6,77.0,4679.0,20,1471,13998.0,2,True,False,True,False,True,False,25599
7819,982,166,2437,12,417.0,1666.0,23,1184,21687.0,6,True,True,True,True,False,False,25578
7755,1385,140,1119,3,152.0,88.0,47,271,172065.0,16,True,True,True,True,True,False,25568
4484,445,822,17295,343,2537.0,11275.0,247,20992,307273.0,1,True,True,True,True,False,False,25562
7629,863,2,140,8,16.0,27.0,12,10,1090.0,6,True,True,True,True,False,False,25562
5331,416,49,342,1,8.0,21.0,1,102,344.0,2,True,False,False,False,False,False,25553
6584,613,1210,8680,17,73.0,3742.0,61,4465,51134.0,1,True,False,True,False,True,True,25538
1875,432,85,3330,51,424.0,1622.0,15,1987,97001.0,0,True,False,True,True,True,False,25536
2170,469,226,3895,427,969.0,3969.0,166,3826,72954.0,9,True,True,True,False,True,False,25494
876,87,281,3096,63,80.0,687.0,24,3008,30175.0,0,True,True,True,False,False,True,25494
2316,252,29,753,65,173.0,664.0,10,182,5311.0,2,True,True,True,True,False,True,25483
757,164,136,2612,26,576.0,768.0,55,912,22590.0,11,True,True,True,True,False,True,25459
3046,908,301,2613,9,166.0,1317.0,26,1195,19310.0,2,True,False,True,True,True,True,25456
3370,741,454,35261,832,1696.0,11167.0,58,10942,166156.0,9,True,True,True,False,False,True,25435
4158,272,122,1469,3,0.0,748.0,0,328,1596.0,1,True,True,True,True,False,True,25412
1491,253,76,1811,7,10.0,1092.0,6,967,29051.0,0,True,True,True,True,False,True,25399
2207,900,9,67,2,13.0,44.0,1,14,628.0,2,True,False,True,False,False,False,25387
6111,547,771,16796,538,641.0,6685.0,163,15695,747643.0,0,True,False,True,False,False,True,25369
6522,1317,179,3983,24,1831.0,1669.0,171,683,15513.0,6,True,False,True,True,False,False,25330
1855,417,33,209,3,98.0,51.0,32,63,722.0,2,True,True,True,True,True,False,25284
833,154,178,1374,34,24.0,583.0,3,437,5865.0,2,True,True,True,True,True,False,25263
4130,297,86,1891,54,56.0,664.0,15,328,24806.0,1,True,True,True,True,True,True,25232
1234,230,183,1846,2,99.0,3190.0,2,370,48210.0,2,True,False,True,False,False,False,25225
1714,262,160,1288,51,6.0,1586.0,5,504,2442.0,2,True,False,True,True,False,False,25208
5749,1004,710,11883,169,537.0,2296.0,345,8030,204212.0,3,True,True,True,True,True,False,25202
4375,743,1002,16449,94,641.0,8691.0,81,3668,80299.0,23,True,True,True,True,False,False,25198
19936,156,69,729,2,35.0,942.0,24,432,4193.0,0,True,True,True,False,False,True,25192
5144,1036,723,11628,1,324.0,702.0,79,851,44564.0,3,True,True,True,True,False,False,25137
7574,1632,12,543,2,16.0,22.0,17,43,49025.0,1,True,True,True,True,False,False,25064
1966,186,467,2847,9,562.0,4390.0,95,2271,17452.0,1,True,True,True,False,False,True,25022
13041,1097,39,509,3,119.0,432.0,17,104,87254.0,16,True,True,True,True,False,False,25020
1268,206,118,2464,1,6.0,1592.0,7,726,8254.0,11,True,False,True,True,False,True,25009
3122,815,12,147,1,64.0,98.0,49,50,154.0,13,True,True,True,True,False,False,24941
2409,686,202,1529,9,35.0,520.0,6,638,7382.0,9,True,False,True,False,False,True,24937
3140,237,201,1988,25,440.0,736.0,62,564,48092.0,2,True,True,True,True,True,False,24936
1437,325,137,1354,17,686.0,1315.0,132,440,6985.0,13,True,True,True,True,True,False,24880
1382,431,216,2057,55,419.0,407.0,123,567,2426.0,13,True,True,True,True,True,False,24878
